0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1b3w/1b3w_302_ligand_fast_bottom_7.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1b3w.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3ov3/3ov3_1565_ligand_fast_bottom_1.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3ov3.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1uob/1uob_284_ligand_fast_bottom_7.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1uob.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2vyu/2vyu_303_ligand_fast_bottom_10.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2vyu.npy
1,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/crystal_ligands/3t2q/3t2q_4097_ligand.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3t2q.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3og2/3og2_999_ligand_fast_bottom_7.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3og2.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1j15/1j15_225_ligand_fast_bottom_2.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1j15.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1cf5/1cf5_503_ligand_fast_bottom_6.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1cf5.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3w1u/3w1u_639_ligand_fast_bottom_1.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3w1u.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3i3d/3i3d_4152_ligand_fast_bottom_1.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3i3d.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2wva/2wva_4529_ligand_fast_bottom_3.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2wva.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3u2o/3u2o_371_ligand_fast_bottom_3.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3u2o.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2fum/2fum_1040_ligand_fast_bottom_8.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2fum.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4n7t/4n7t_806_ligand_fast_bottom_8.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4n7t.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4ccv/4ccv_121_ligand_fast_bottom_8.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4ccv.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2xzh/2xzh_372_ligand_fast_bottom_4.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2xzh.npy
1,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/crystal_ligands/3vph/3vph_1248_ligand.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3vph.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4eg6/4eg6_1041_ligand_fast_bottom_2.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4eg6.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4a9n/4a9n_341_ligand_fast_bottom_8.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4a9n.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4qm1/4qm1_1355_ligand_fast_bottom_9.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4qm1.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1jz3/1jz3_4177_ligand_fast_bottom_9.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1jz3.npy
1,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/crystal_ligands/3j8f/3j8f_1179_ligand.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3j8f.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2egb/2egb_537_ligand_fast_bottom_4.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2egb.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2wx5/2wx5_838_ligand_fast_bottom_8.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2wx5.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4ega/4ega_1063_ligand_fast_bottom_3.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4ega.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1eta/1eta_255_ligand_fast_bottom_8.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1eta.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1tyw/1tyw_548_ligand_fast_bottom_7.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1tyw.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3t7t/3t7t_968_ligand_fast_bottom_8.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3t7t.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4a2n/4a2n_194_ligand_fast_bottom_2.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4a2n.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4j1k/4j1k_370_ligand_fast_bottom_1.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4j1k.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2ayl/2ayl_1135_ligand_fast_bottom_2.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2ayl.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3fxi/3fxi_1512_ligand_fast_bottom_10.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3fxi.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1xwq/1xwq_405_ligand_fast_bottom_2.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1xwq.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2glp/2glp_908_ligand_fast_bottom_3.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2glp.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1dq8/1dq8_1640_ligand_fast_bottom_4.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1dq8.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/1t0f/1t0f_623_ligand_fast_bottom_9.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/1t0f.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/3vfk/3vfk_78_ligand_fast_bottom_3.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/3vfk.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/4q2b/4q2b_2058_ligand_fast_bottom_7.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/4q2b.npy
0,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/docked_ligands/2hox/2hox_1736_ligand_fast_bottom_1.npy,/home/maksym/PyCharmProjects/tensorMe11AffinityV3/data_sample/receptors/2hox.npy
